timestamp,value1,value2,value3
1746751879.083,-5.417,2.065,-1.979
1746751879.085,-5.419,2.064,-1.978
1746751879.087,-5.420,2.062,-1.978
1746751879.088,-5.422,2.060,-1.978
1746751879.090,-5.423,2.059,-1.978
1746751879.092,-5.425,2.057,-1.978
1746751879.094,-5.426,2.056,-1.978
1746751879.096,-5.428,2.054,-1.977
1746751879.098,-5.429,2.052,-1.977
1746751879.099,-5.431,2.051,-1.977
1746751879.102,-5.433,2.048,-1.977
1746751879.104,-5.435,2.046,-1.977
1746751879.106,-5.436,2.045,-1.977
1746751879.108,-5.438,2.043,-1.976
1746751879.109,-5.439,2.042,-1.976
1746751879.111,-5.441,2.040,-1.976
1746751879.113,-5.442,2.038,-1.976
1746751879.114,-5.443,2.037,-1.976
1746751879.116,-5.445,2.035,-1.976
1746751879.118,-5.446,2.034,-1.975
1746751879.120,-5.448,2.032,-1.975
1746751879.121,-5.449,2.031,-1.975
1746751879.123,-5.451,2.029,-1.975
1746751879.125,-5.452,2.027,-1.975
1746751879.127,-5.454,2.025,-1.975
1746751879.129,-5.455,2.024,-1.974
1746751879.130,-5.457,2.022,-1.974
1746751879.132,-5.458,2.021,-1.974
1746751879.134,-5.460,2.019,-1.974
1746751879.135,-5.461,2.018,-1.974
1746751879.137,-5.463,2.016,-1.974
1746751879.139,-5.464,2.014,-1.973
1746751879.141,-5.466,2.013,-1.973
1746751879.142,-5.467,2.011,-1.973
1746751879.144,-5.468,2.010,-1.973
1746751879.146,-5.470,2.008,-1.973
1746751879.147,-5.471,2.007,-1.973
1746751879.149,-5.473,2.005,-1.972
1746751879.151,-5.474,2.004,-1.972
1746751879.152,-5.475,2.002,-1.972
1746751879.154,-5.477,2.001,-1.972
1746751879.156,-5.478,1.999,-1.972
1746751879.157,-5.479,1.998,-1.972
1746751879.159,-5.481,1.996,-1.971
1746751879.161,-5.482,1.995,-1.971
1746751879.162,-5.484,1.993,-1.971
1746751879.164,-5.485,1.991,-1.971
1746751879.166,-5.487,1.990,-1.971
1746751879.168,-5.488,1.988,-1.970
1746751879.170,-5.490,1.986,-1.970
1746751879.172,-5.491,1.984,-1.970
1746751879.173,-5.493,1.983,-1.970
1746751879.175,-5.494,1.981,-1.970
1746751879.177,-5.496,1.979,-1.969
1746751879.179,-5.498,1.978,-1.969
1746751879.181,-5.499,1.976,-1.969
1746751879.183,-5.501,1.974,-1.969
1746751879.185,-5.502,1.973,-1.969
1746751879.186,-5.504,1.971,-1.969
1746751879.188,-5.505,1.969,-1.968
1746751879.192,-5.508,1.966,-1.968
1746751879.194,-5.510,1.964,-1.968
1746751879.196,-5.511,1.962,-1.968
1746751879.197,-5.513,1.961,-1.967
1746751879.199,-5.515,1.959,-1.967
1746751879.201,-5.516,1.957,-1.967
1746751879.204,-5.519,1.955,-1.967
1746751879.206,-5.520,1.953,-1.966
1746751879.208,-5.522,1.951,-1.966
1746751879.210,-5.523,1.949,-1.966
1746751879.212,-5.525,1.948,-1.966
1746751879.214,-5.527,1.946,-1.966
1746751879.216,-5.528,1.944,-1.965
1746751879.218,-5.530,1.942,-1.965
1746751879.220,-5.531,1.940,-1.965
1746751879.222,-5.533,1.939,-1.965
1746751879.224,-5.535,1.937,-1.964
1746751879.225,-5.536,1.935,-1.964
1746751879.227,-5.538,1.933,-1.964
1746751879.229,-5.540,1.931,-1.964
1746751879.231,-5.541,1.929,-1.964
1746751879.233,-5.543,1.928,-1.963
1746751879.235,-5.544,1.926,-1.963
1746751879.237,-5.546,1.924,-1.963
1746751879.239,-5.548,1.922,-1.963
1746751879.241,-5.549,1.920,-1.962
1746751879.243,-5.551,1.919,-1.962
1746751879.245,-5.553,1.917,-1.962
1746751879.247,-5.554,1.915,-1.962
1746751879.249,-5.556,1.913,-1.962
1746751879.251,-5.558,1.911,-1.961
1746751879.254,-5.560,1.909,-1.961
1746751879.256,-5.562,1.907,-1.961
1746751879.258,-5.564,1.905,-1.960
1746751879.260,-5.565,1.903,-1.960
1746751879.263,-5.567,1.901,-1.960
1746751879.265,-5.569,1.899,-1.960
1746751879.267,-5.571,1.897,-1.959
1746751879.269,-5.573,1.895,-1.959
1746751879.271,-5.574,1.893,-1.959
1746751879.273,-5.576,1.891,-1.959
1746751879.275,-5.578,1.889,-1.958
1746751879.277,-5.579,1.887,-1.958
1746751879.279,-5.581,1.885,-1.958
1746751879.281,-5.583,1.883,-1.958
1746751879.284,-5.585,1.881,-1.957
1746751879.287,-5.587,1.878,-1.957
1746751879.289,-5.589,1.876,-1.957
1746751879.291,-5.591,1.874,-1.956
1746751879.294,-5.593,1.872,-1.956
1746751879.306,-5.603,1.860,-1.955
1746751879.310,-5.606,1.857,-1.954
1746751879.312,-5.608,1.855,-1.954
1746751879.314,-5.610,1.853,-1.954
1746751879.316,-5.612,1.851,-1.953
1746751879.318,-5.613,1.849,-1.953
1746751879.320,-5.615,1.847,-1.953
1746751879.323,-5.617,1.845,-1.952
1746751879.325,-5.619,1.843,-1.952
1746751879.327,-5.620,1.841,-1.952
1746751879.329,-5.623,1.839,-1.952
1746751879.332,-5.624,1.837,-1.951
1746751879.334,-5.626,1.835,-1.951
1746751879.336,-5.628,1.833,-1.951
1746751879.338,-5.630,1.830,-1.950
1746751879.340,-5.632,1.828,-1.950
1746751879.343,-5.633,1.826,-1.950
1746751879.345,-5.635,1.824,-1.949
1746751879.347,-5.637,1.822,-1.949
1746751879.350,-5.639,1.820,-1.949
1746751879.352,-5.642,1.817,-1.949
1746751879.355,-5.644,1.815,-1.948
1746751879.357,-5.646,1.813,-1.948
1746751879.360,-5.647,1.811,-1.948
1746751879.362,-5.649,1.808,-1.947
1746751879.364,-5.651,1.806,-1.947
1746751879.386,-5.670,1.786,-1.944
1746751879.388,-5.671,1.784,-1.944
1746751879.390,-5.672,1.782,-1.943
1746751879.391,-5.674,1.781,-1.943
1746751879.393,-5.675,1.779,-1.943
1746751879.395,-5.677,1.777,-1.943
1746751879.397,-5.678,1.776,-1.942
1746751879.398,-5.680,1.774,-1.942
1746751879.400,-5.681,1.773,-1.942
1746751879.403,-5.683,1.770,-1.941
1746751879.405,-5.685,1.768,-1.941
1746751879.407,-5.687,1.766,-1.941
1746751879.410,-5.689,1.763,-1.940
1746751879.415,-5.693,1.759,-1.940
1746751879.419,-5.696,1.755,-1.939
1746751879.423,-5.700,1.751,-1.939
1746751879.425,-5.701,1.750,-1.938
1746751879.427,-5.703,1.748,-1.938
1746751879.429,-5.704,1.746,-1.938
1746751879.430,-5.706,1.744,-1.937
1746751879.432,-5.707,1.743,-1.937
1746751879.436,-5.710,1.739,-1.937
1746751879.446,-5.718,1.730,-1.935
1746751879.448,-5.721,1.728,-1.935
1746751879.452,-5.724,1.724,-1.934
1746751879.454,-5.725,1.722,-1.934
1746751879.456,-5.727,1.720,-1.934
1746751879.458,-5.728,1.719,-1.933
1746751879.459,-5.730,1.717,-1.933
1746751879.461,-5.731,1.716,-1.933
1746751879.463,-5.732,1.714,-1.932
1746751879.465,-5.734,1.712,-1.932
1746751879.466,-5.735,1.711,-1.932
1746751879.468,-5.737,1.709,-1.932
1746751879.470,-5.738,1.708,-1.931
1746751879.471,-5.739,1.706,-1.931
1746751879.473,-5.741,1.704,-1.931
1746751879.475,-5.742,1.703,-1.931
1746751879.476,-5.744,1.701,-1.930
1746751879.478,-5.745,1.700,-1.930
1746751879.480,-5.746,1.698,-1.930
1746751879.482,-5.748,1.696,-1.930
1746751879.483,-5.749,1.695,-1.929
1746751879.485,-5.751,1.693,-1.929
1746751879.487,-5.752,1.691,-1.929
1746751879.489,-5.754,1.690,-1.928
1746751879.492,-5.756,1.687,-1.928
1746751879.495,-5.758,1.684,-1.927
1746751879.497,-5.760,1.682,-1.927
1746751879.499,-5.762,1.680,-1.927
1746751879.502,-5.764,1.677,-1.926
1746751879.505,-5.767,1.675,-1.926
1746751879.507,-5.769,1.672,-1.925
1746751879.510,-5.771,1.670,-1.925
1746751879.512,-5.773,1.668,-1.925
1746751879.515,-5.775,1.665,-1.924
1746751879.517,-5.777,1.663,-1.924
1746751879.520,-5.779,1.660,-1.923
1746751879.527,-5.785,1.654,-1.922
1746751879.529,-5.786,1.652,-1.922
1746751879.530,-5.788,1.650,-1.922
1746751879.532,-5.789,1.649,-1.921
1746751879.534,-5.791,1.647,-1.921
1746751879.536,-5.792,1.645,-1.921
1746751879.538,-5.794,1.643,-1.920
1746751879.541,-5.796,1.641,-1.920
1746751879.543,-5.798,1.638,-1.920
1746751879.545,-5.800,1.637,-1.919
1746751879.547,-5.801,1.635,-1.919
1746751879.549,-5.803,1.633,-1.919
1746751879.551,-5.804,1.631,-1.918
1746751879.553,-5.806,1.629,-1.918
1746751879.556,-5.809,1.626,-1.917
1746751879.558,-5.810,1.624,-1.917
1746751879.581,-5.829,1.603,-1.913
1746751879.582,-5.830,1.601,-1.913
1746751879.584,-5.831,1.599,-1.912
1746751879.586,-5.833,1.598,-1.912
1746751879.588,-5.834,1.596,-1.912
1746751879.589,-5.836,1.595,-1.912
1746751879.591,-5.837,1.593,-1.911
1746751879.593,-5.838,1.591,-1.911
1746751879.596,-5.841,1.589,-1.910
1746751879.598,-5.843,1.586,-1.910
1746751879.601,-5.845,1.584,-1.910
1746751879.603,-5.847,1.582,-1.909
1746751879.605,-5.849,1.579,-1.909
1746751879.608,-5.851,1.577,-1.908
1746751879.610,-5.853,1.575,-1.908
1746751879.614,-5.856,1.571,-1.907
1746751879.616,-5.857,1.569,-1.907
1746751879.619,-5.859,1.567,-1.906
1746751879.621,-5.862,1.564,-1.906
1746751879.624,-5.864,1.562,-1.905
1746751879.626,-5.865,1.560,-1.905
1746751879.628,-5.867,1.558,-1.905
1746751879.631,-5.869,1.555,-1.904
1746751879.633,-5.871,1.553,-1.904
1746751879.636,-5.873,1.551,-1.903
1746751879.638,-5.875,1.548,-1.903
1746751879.641,-5.877,1.546,-1.902
1746751879.643,-5.879,1.543,-1.902
1746751879.646,-5.881,1.541,-1.901
1746751879.648,-5.883,1.539,-1.901
1746751879.651,-5.885,1.536,-1.900
1746751879.654,-5.888,1.534,-1.900
1746751879.657,-5.890,1.531,-1.899
1746751879.659,-5.892,1.528,-1.899
1746751879.662,-5.894,1.526,-1.898
1746751879.665,-5.897,1.523,-1.898
1746751879.668,-5.899,1.520,-1.897
1746751879.671,-5.901,1.517,-1.897
1746751879.674,-5.904,1.515,-1.896
1746751879.676,-5.906,1.512,-1.896
1746751879.679,-5.908,1.509,-1.895
1746751879.682,-5.911,1.507,-1.894
1746751879.686,-5.914,1.503,-1.894
1746751879.690,-5.917,1.499,-1.893
1746751879.693,-5.920,1.496,-1.892
1746751879.696,-5.922,1.493,-1.892
1746751879.698,-5.924,1.491,-1.891
1746751879.701,-5.926,1.488,-1.891
1746751879.705,-5.929,1.485,-1.890
1746751879.708,-5.932,1.481,-1.889
1746751879.717,-5.939,1.473,-1.888
1746751879.719,-5.941,1.471,-1.887
1746751879.723,-5.943,1.468,-1.886
1746751879.726,-5.946,1.464,-1.886
1746751879.729,-5.948,1.462,-1.885
1746751879.733,-5.952,1.458,-1.884
1746751879.735,-5.954,1.455,-1.884
1746751879.738,-5.955,1.453,-1.883
1746751879.740,-5.957,1.451,-1.883
1746751879.742,-5.959,1.449,-1.883
1746751879.744,-5.961,1.447,-1.882
1746751879.747,-5.963,1.445,-1.882
1746751879.749,-5.964,1.443,-1.881
1746751879.752,-5.967,1.440,-1.881
1746751879.754,-5.969,1.438,-1.880
1746751879.758,-5.972,1.434,-1.879
1746751879.760,-5.974,1.432,-1.879
1746751879.763,-5.976,1.429,-1.878
1746751879.765,-5.978,1.427,-1.878
1746751879.768,-5.980,1.424,-1.877
1746751879.770,-5.982,1.422,-1.877
1746751879.773,-5.984,1.420,-1.876
1746751879.775,-5.986,1.417,-1.876
1746751879.779,-5.988,1.414,-1.875
1746751879.781,-5.990,1.411,-1.874
1746751879.784,-5.992,1.409,-1.874
1746751879.786,-5.994,1.407,-1.873
1746751879.790,-5.997,1.403,-1.873
1746751879.792,-5.999,1.401,-1.872
1746751879.795,-6.002,1.398,-1.872
1746751879.798,-6.004,1.396,-1.871
1746751879.801,-6.006,1.393,-1.870
1746751879.803,-6.008,1.390,-1.870
1746751879.806,-6.010,1.388,-1.869
1746751879.809,-6.012,1.385,-1.869
1746751879.812,-6.015,1.382,-1.868
1746751879.815,-6.017,1.379,-1.867
1746751879.817,-6.019,1.377,-1.867
1746751879.820,-6.021,1.374,-1.866
1746751879.823,-6.024,1.372,-1.866
1746751879.826,-6.026,1.369,-1.865
1746751879.829,-6.028,1.366,-1.864
1746751879.832,-6.031,1.363,-1.864
1746751879.835,-6.033,1.360,-1.863
1746751879.838,-6.036,1.357,-1.862
1746751879.842,-6.039,1.353,-1.861
1746751879.848,-6.043,1.348,-1.860
1746751879.850,-6.045,1.346,-1.860
1746751879.852,-6.047,1.344,-1.859
1746751879.854,-6.049,1.341,-1.859
1746751879.859,-6.052,1.337,-1.858
1746751879.861,-6.054,1.334,-1.857
1746751879.864,-6.056,1.332,-1.857
1746751879.866,-6.058,1.330,-1.856
1746751879.869,-6.060,1.327,-1.856
1746751879.871,-6.062,1.325,-1.855
1746751879.874,-6.064,1.322,-1.854
1746751879.877,-6.066,1.320,-1.854
1746751879.884,-6.072,1.313,-1.852
1746751879.887,-6.075,1.310,-1.851
1746751879.889,-6.076,1.308,-1.851
1746751879.890,-6.077,1.307,-1.851
1746751879.892,-6.079,1.305,-1.850
1746751879.896,-6.082,1.301,-1.849
1746751879.898,-6.084,1.299,-1.849
1746751879.901,-6.086,1.296,-1.848
1746751879.904,-6.088,1.294,-1.848
1746751879.906,-6.090,1.291,-1.847
1746751879.909,-6.092,1.289,-1.846
1746751879.912,-6.094,1.286,-1.846
1746751879.914,-6.096,1.283,-1.845
1746751879.917,-6.098,1.281,-1.845
1746751879.920,-6.101,1.278,-1.844
1746751879.922,-6.103,1.276,-1.843
1746751879.925,-6.104,1.274,-1.843
1746751879.927,-6.107,1.271,-1.842
1746751879.930,-6.109,1.268,-1.841
1746751879.934,-6.112,1.264,-1.841
1746751879.939,-6.116,1.260,-1.840
1746751879.959,-6.132,1.240,-1.835
1746751879.961,-6.133,1.238,-1.834
1746751879.978,-6.147,1.222,-1.830
1746751879.984,-6.151,1.216,-1.829
1746751879.986,-6.153,1.214,-1.828
1746751879.988,-6.154,1.213,-1.828
1746751879.991,-6.157,1.209,-1.827
1746751879.995,-6.160,1.205,-1.826
1746751879.998,-6.163,1.202,-1.825
1746751880.000,-6.164,1.200,-1.825
1746751880.002,-6.165,1.199,-1.824
1746751880.003,-6.167,1.197,-1.824
1746751880.005,-6.168,1.196,-1.824
1746751880.007,-6.169,1.194,-1.823
1746751880.009,-6.171,1.192,-1.823
1746751880.010,-6.172,1.190,-1.822
1746751880.012,-6.174,1.189,-1.822
1746751880.014,-6.175,1.187,-1.821
1746751880.016,-6.176,1.185,-1.821
1746751880.017,-6.178,1.184,-1.821
1746751880.020,-6.179,1.181,-1.820
1746751880.024,-6.183,1.177,-1.819
1746751880.026,-6.184,1.175,-1.818
1746751880.028,-6.186,1.174,-1.818
1746751880.029,-6.187,1.172,-1.817
1746751880.031,-6.189,1.170,-1.817
1746751880.033,-6.190,1.168,-1.817
1746751880.035,-6.192,1.166,-1.816
1746751880.038,-6.194,1.164,-1.815
1746751880.039,-6.195,1.162,-1.815
1746751880.041,-6.197,1.160,-1.814
1746751880.043,-6.198,1.158,-1.814
1746751880.048,-6.201,1.154,-1.813
1746751880.050,-6.203,1.152,-1.812
1746751880.052,-6.205,1.150,-1.812
1746751880.054,-6.207,1.148,-1.811
1746751880.056,-6.208,1.146,-1.811
1746751880.058,-6.209,1.144,-1.810
1746751880.060,-6.211,1.142,-1.810
1746751880.063,-6.214,1.139,-1.809
1746751880.065,-6.215,1.137,-1.808
1746751880.067,-6.216,1.136,-1.808
1746751880.069,-6.218,1.134,-1.808
1746751880.070,-6.219,1.132,-1.807
1746751880.072,-6.221,1.130,-1.807
1746751880.074,-6.222,1.128,-1.806
1746751880.076,-6.224,1.126,-1.806
1746751880.078,-6.225,1.124,-1.805
1746751880.080,-6.227,1.123,-1.805
1746751880.082,-6.228,1.121,-1.804
1746751880.084,-6.230,1.119,-1.804
1746751880.086,-6.231,1.117,-1.803
1746751880.087,-6.233,1.115,-1.803
1746751880.089,-6.234,1.114,-1.802
1746751880.091,-6.236,1.112,-1.802
1746751880.093,-6.237,1.110,-1.801
1746751880.095,-6.238,1.108,-1.801
1746751880.097,-6.240,1.107,-1.800
1746751880.098,-6.241,1.105,-1.800
1746751880.100,-6.243,1.103,-1.799
1746751880.102,-6.244,1.101,-1.799
1746751880.104,-6.246,1.099,-1.798
1746751880.106,-6.247,1.097,-1.798
1746751880.108,-6.248,1.096,-1.797
1746751880.110,-6.250,1.094,-1.797
1746751880.111,-6.251,1.092,-1.796
1746751880.113,-6.253,1.090,-1.796
1746751880.115,-6.254,1.088,-1.795
1746751880.117,-6.256,1.086,-1.795
1746751880.119,-6.257,1.085,-1.794
1746751880.121,-6.259,1.083,-1.794
1746751880.124,-6.261,1.079,-1.793
1746751880.126,-6.263,1.078,-1.792
1746751880.128,-6.264,1.076,-1.792
1746751880.130,-6.266,1.074,-1.791
1746751880.132,-6.267,1.072,-1.791
1746751880.134,-6.269,1.070,-1.790
1746751880.138,-6.272,1.066,-1.789
1746751880.140,-6.274,1.064,-1.789
1746751880.143,-6.276,1.061,-1.788
1746751880.145,-6.277,1.059,-1.788
1746751880.147,-6.279,1.057,-1.787
1746751880.149,-6.281,1.056,-1.786
1746751880.151,-6.282,1.054,-1.786
1746751880.153,-6.284,1.052,-1.785
1746751880.155,-6.285,1.050,-1.785
1746751880.157,-6.287,1.048,-1.784
1746751880.159,-6.288,1.046,-1.784
1746751880.161,-6.290,1.044,-1.783
1746751880.163,-6.291,1.042,-1.783
1746751880.165,-6.293,1.040,-1.782
1746751880.167,-6.294,1.038,-1.782
1746751880.169,-6.296,1.036,-1.781
1746751880.171,-6.298,1.034,-1.781
1746751880.173,-6.299,1.032,-1.780
1746751880.175,-6.301,1.030,-1.779
1746751880.177,-6.302,1.028,-1.779
1746751880.179,-6.304,1.026,-1.778
1746751880.181,-6.305,1.024,-1.778
1746751880.183,-6.307,1.022,-1.777
1746751880.185,-6.309,1.020,-1.777
1746751880.187,-6.310,1.018,-1.776
1746751880.189,-6.312,1.016,-1.775
1746751880.192,-6.314,1.014,-1.775
1746751880.194,-6.316,1.011,-1.774
1746751880.196,-6.317,1.009,-1.774
1746751880.198,-6.319,1.007,-1.773
1746751880.200,-6.321,1.005,-1.772
1746751880.202,-6.322,1.003,-1.772
1746751880.205,-6.324,1.001,-1.771
1746751880.207,-6.326,0.999,-1.770
1746751880.209,-6.327,0.997,-1.770
1746751880.211,-6.329,0.995,-1.769
1746751880.213,-6.330,0.993,-1.769
1746751880.215,-6.332,0.991,-1.768
1746751880.217,-6.334,0.989,-1.768
1746751880.219,-6.335,0.987,-1.767
1746751880.221,-6.337,0.985,-1.766
1746751880.223,-6.338,0.983,-1.766
1746751880.225,-6.340,0.981,-1.765
1746751880.227,-6.341,0.979,-1.765
1746751880.231,-6.344,0.975,-1.764
1746751880.233,-6.346,0.973,-1.763
1746751880.235,-6.347,0.971,-1.763
1746751880.237,-6.349,0.969,-1.762
1746751880.239,-6.350,0.967,-1.762
1746751880.241,-6.352,0.965,-1.761
1746751880.243,-6.353,0.964,-1.760
1746751880.244,-6.355,0.962,-1.760
1746751880.246,-6.356,0.960,-1.759
1746751880.248,-6.358,0.958,-1.759
1746751880.250,-6.359,0.956,-1.758
1746751880.252,-6.360,0.954,-1.758
1746751880.254,-6.362,0.953,-1.757
1746751880.256,-6.363,0.951,-1.757
1746751880.257,-6.365,0.949,-1.756
1746751880.259,-6.366,0.947,-1.756
1746751880.261,-6.367,0.946,-1.755
1746751880.263,-6.369,0.944,-1.755
1746751880.264,-6.370,0.942,-1.754
1746751880.266,-6.372,0.940,-1.754
1746751880.269,-6.373,0.938,-1.753
1746751880.271,-6.375,0.935,-1.752
1746751880.274,-6.378,0.933,-1.751
1746751880.277,-6.380,0.930,-1.751
1746751880.279,-6.382,0.928,-1.750
1746751880.282,-6.384,0.925,-1.749
1746751880.285,-6.386,0.922,-1.748
1746751880.287,-6.388,0.920,-1.748
1746751880.290,-6.390,0.917,-1.747
1746751880.295,-6.394,0.912,-1.745
1746751880.298,-6.396,0.909,-1.744
1746751880.300,-6.398,0.907,-1.744
1746751880.303,-6.399,0.905,-1.743
1746751880.305,-6.401,0.902,-1.742
1746751880.307,-6.403,0.900,-1.742
1746751880.309,-6.404,0.898,-1.741
1746751880.311,-6.406,0.896,-1.740
1746751880.313,-6.408,0.894,-1.740
1746751880.316,-6.409,0.892,-1.739
1746751880.318,-6.411,0.890,-1.739
1746751880.320,-6.413,0.887,-1.738
1746751880.323,-6.415,0.885,-1.737
1746751880.325,-6.417,0.883,-1.736
1746751880.327,-6.418,0.880,-1.736
1746751880.329,-6.420,0.878,-1.735
1746751880.334,-6.423,0.874,-1.734
1746751880.336,-6.425,0.872,-1.733
1746751880.338,-6.427,0.870,-1.733
1746751880.340,-6.428,0.868,-1.732
1746751880.342,-6.430,0.866,-1.731
1746751880.345,-6.432,0.862,-1.730
1746751880.348,-6.434,0.860,-1.730
1746751880.350,-6.436,0.858,-1.729
1746751880.353,-6.438,0.855,-1.728
1746751880.356,-6.441,0.852,-1.727
1746751880.359,-6.443,0.849,-1.726
1746751880.362,-6.445,0.846,-1.725
1746751880.366,-6.448,0.843,-1.724
1746751880.369,-6.450,0.839,-1.723
1746751880.372,-6.453,0.836,-1.722
1746751880.375,-6.455,0.833,-1.721
1746751880.379,-6.458,0.829,-1.720
1746751880.382,-6.460,0.827,-1.719
1746751880.384,-6.462,0.824,-1.719
1746751880.387,-6.464,0.821,-1.718
1746751880.390,-6.466,0.819,-1.717
1746751880.393,-6.469,0.816,-1.716
1746751880.396,-6.471,0.812,-1.715
1746751880.399,-6.473,0.810,-1.714
1746751880.401,-6.475,0.807,-1.713
1746751880.405,-6.478,0.803,-1.712
1746751880.408,-6.480,0.801,-1.711
1746751880.410,-6.482,0.799,-1.710
1746751880.413,-6.484,0.796,-1.710
1746751880.415,-6.485,0.794,-1.709
1746751880.417,-6.487,0.791,-1.708
1746751880.420,-6.489,0.789,-1.707
1746751880.423,-6.491,0.786,-1.707
1746751880.425,-6.493,0.784,-1.706
1746751880.428,-6.495,0.781,-1.705
1746751880.431,-6.497,0.778,-1.704
1746751880.433,-6.499,0.776,-1.703
1746751880.436,-6.501,0.773,-1.703
1746751880.439,-6.504,0.770,-1.701
1746751880.441,-6.506,0.768,-1.701
1746751880.444,-6.507,0.766,-1.700
1746751880.446,-6.509,0.763,-1.699
1746751880.448,-6.511,0.761,-1.699
1746751880.450,-6.512,0.759,-1.698
1746751880.454,-6.515,0.756,-1.697
1746751880.456,-6.517,0.753,-1.696
1746751880.461,-6.520,0.749,-1.695
1746751880.465,-6.523,0.745,-1.693
1746751880.469,-6.526,0.741,-1.692
1746751880.471,-6.528,0.739,-1.691
1746751880.472,-6.529,0.737,-1.691
1746751880.474,-6.531,0.735,-1.690
1746751880.478,-6.533,0.731,-1.689
1746751880.480,-6.535,0.729,-1.688
1746751880.482,-6.537,0.727,-1.688
1746751880.486,-6.539,0.724,-1.687
1746751880.487,-6.540,0.722,-1.686
1746751880.489,-6.542,0.720,-1.685
1746751880.491,-6.543,0.718,-1.685
1746751880.495,-6.546,0.715,-1.684
1746751880.498,-6.548,0.712,-1.683
1746751880.501,-6.551,0.709,-1.682
1746751880.504,-6.553,0.705,-1.680
1746751880.509,-6.556,0.701,-1.679
1746751880.511,-6.558,0.699,-1.678
1746751880.513,-6.560,0.697,-1.678
1746751880.515,-6.561,0.695,-1.677
1746751880.518,-6.564,0.692,-1.676
1746751880.522,-6.567,0.688,-1.675
1746751880.524,-6.568,0.686,-1.674
1746751880.526,-6.570,0.684,-1.673
1746751880.529,-6.571,0.682,-1.673
1746751880.531,-6.573,0.680,-1.672
1746751880.532,-6.574,0.678,-1.671
1746751880.534,-6.576,0.676,-1.671
1746751880.536,-6.577,0.674,-1.670
1746751880.538,-6.578,0.672,-1.670
1746751880.540,-6.580,0.671,-1.669
1746751880.541,-6.581,0.669,-1.668
1746751880.543,-6.582,0.667,-1.668
1746751880.546,-6.585,0.664,-1.667
1746751880.548,-6.586,0.663,-1.666
1746751880.550,-6.587,0.661,-1.666
1746751880.551,-6.589,0.659,-1.665
1746751880.555,-6.591,0.655,-1.664
1746751880.557,-6.593,0.653,-1.663
1746751880.559,-6.594,0.652,-1.663
1746751880.561,-6.596,0.650,-1.662
1746751880.562,-6.597,0.648,-1.661
1746751880.564,-6.598,0.646,-1.661
1746751880.566,-6.600,0.644,-1.660
1746751880.568,-6.601,0.643,-1.660
1746751880.570,-6.602,0.641,-1.659
1746751880.572,-6.604,0.638,-1.658
1746751880.574,-6.606,0.637,-1.658
1746751880.576,-6.607,0.635,-1.657
1746751880.578,-6.608,0.633,-1.656
1746751880.580,-6.610,0.631,-1.655
1746751880.582,-6.612,0.629,-1.655
1746751880.584,-6.613,0.627,-1.654
1746751880.586,-6.615,0.624,-1.653
1746751880.588,-6.616,0.622,-1.653
1746751880.590,-6.618,0.620,-1.652
1746751880.592,-6.619,0.619,-1.651
1746751880.594,-6.621,0.617,-1.651
1746751880.597,-6.623,0.613,-1.650
1746751880.599,-6.625,0.611,-1.649
1746751880.606,-6.630,0.605,-1.647
1746751880.609,-6.632,0.602,-1.646
1746751880.610,-6.633,0.600,-1.645
1746751880.613,-6.635,0.598,-1.644
1746751880.618,-6.639,0.592,-1.642
1746751880.621,-6.641,0.590,-1.642
1746751880.623,-6.642,0.588,-1.641
1746751880.625,-6.644,0.586,-1.640
1746751880.627,-6.645,0.584,-1.640
1746751880.628,-6.646,0.582,-1.639
1746751880.631,-6.648,0.580,-1.638
1746751880.633,-6.650,0.578,-1.637
1746751880.635,-6.651,0.576,-1.637
1746751880.637,-6.653,0.574,-1.636
1746751880.638,-6.654,0.573,-1.636
1746751880.640,-6.655,0.571,-1.635
1746751880.642,-6.657,0.569,-1.634
1746751880.644,-6.658,0.567,-1.634
1746751880.645,-6.659,0.566,-1.633
1746751880.647,-6.660,0.564,-1.633
1746751880.649,-6.662,0.562,-1.632
1746751880.651,-6.663,0.560,-1.631
1746751880.652,-6.664,0.559,-1.631
1746751880.654,-6.666,0.557,-1.630
1746751880.656,-6.667,0.555,-1.630
1746751880.658,-6.668,0.553,-1.629
1746751880.659,-6.670,0.552,-1.628
1746751880.661,-6.671,0.550,-1.628
1746751880.663,-6.672,0.548,-1.627
1746751880.664,-6.673,0.547,-1.627
1746751880.666,-6.674,0.545,-1.626
1746751880.668,-6.676,0.543,-1.625
1746751880.670,-6.677,0.542,-1.625
1746751880.671,-6.678,0.540,-1.624
1746751880.673,-6.680,0.538,-1.624
1746751880.675,-6.681,0.536,-1.623
1746751880.677,-6.682,0.535,-1.622
1746751880.678,-6.684,0.533,-1.622
1746751880.680,-6.685,0.531,-1.621
1746751880.682,-6.686,0.529,-1.620
1746751880.684,-6.688,0.528,-1.620
1746751880.686,-6.689,0.526,-1.619
1746751880.687,-6.690,0.524,-1.619
1746751880.689,-6.692,0.522,-1.618
1746751880.691,-6.693,0.520,-1.617
1746751880.693,-6.694,0.519,-1.617
1746751880.694,-6.696,0.517,-1.616
1746751880.698,-6.698,0.513,-1.615
1746751880.701,-6.700,0.511,-1.614
1746751880.703,-6.702,0.509,-1.613
1746751880.704,-6.703,0.507,-1.613
1746751880.706,-6.704,0.505,-1.612
1746751880.708,-6.706,0.504,-1.611
1746751880.710,-6.707,0.502,-1.611
