timestamp,value1,value2,value3
1746733531.045,-4.429,3.039,-1.962
1746733531.057,-4.440,3.029,-1.964
1746733531.127,-4.502,2.974,-1.971
1746733531.211,-4.576,2.906,-1.979
1746733531.273,-4.632,2.854,-1.984
1746733531.323,-4.676,2.813,-1.988
1746733531.374,-4.721,2.771,-1.991
1746733531.381,-4.727,2.765,-1.991
1746733531.390,-4.735,2.758,-1.992
1746733531.395,-4.739,2.754,-1.992
1746733531.403,-4.747,2.747,-1.992
1746733531.415,-4.757,2.737,-1.993
1746733531.422,-4.764,2.731,-1.993
1746733531.429,-4.769,2.725,-1.994
1746733531.436,-4.776,2.719,-1.994
1746733531.442,-4.781,2.715,-1.994
1746733531.459,-4.796,2.700,-1.995
1746733531.537,-4.864,2.634,-1.998
1746733531.600,-4.919,2.580,-1.999
1746733531.607,-4.925,2.574,-1.999
1746733531.610,-4.928,2.572,-1.999
1746733531.617,-4.934,2.565,-1.999
1746733531.621,-4.938,2.562,-2.000
1746733531.628,-4.944,2.556,-2.000
1746733531.634,-4.948,2.551,-2.000
1746733531.640,-4.954,2.546,-2.000
1746733531.645,-4.958,2.542,-2.000
1746733531.652,-4.965,2.535,-2.000
1746733531.657,-4.969,2.531,-2.000
1746733531.664,-4.975,2.525,-2.000
1746733531.669,-4.979,2.521,-2.000
1746733531.676,-4.985,2.515,-2.000
1746733531.721,-5.024,2.476,-2.000
1746733531.766,-5.063,2.437,-2.000
1746733531.819,-5.108,2.391,-1.999
1746733531.826,-5.115,2.384,-1.998
1746733531.834,-5.121,2.377,-1.998
1746733531.839,-5.125,2.373,-1.998
1746733531.847,-5.133,2.366,-1.998
1746733531.855,-5.139,2.359,-1.998
1746733531.861,-5.144,2.354,-1.997
1746733531.867,-5.150,2.348,-1.997
1746733531.871,-5.154,2.344,-1.997
1746733531.886,-5.166,2.331,-1.997
1746733531.894,-5.173,2.324,-1.996
1746733531.902,-5.180,2.317,-1.996
1746733531.910,-5.187,2.310,-1.996
1746733531.961,-5.230,2.265,-1.994
1746733532.008,-5.270,2.223,-1.991
1746733532.016,-5.277,2.216,-1.991
1746733532.019,-5.280,2.212,-1.990
1746733532.027,-5.286,2.205,-1.990
1746733532.031,-5.290,2.202,-1.990
1746733532.039,-5.296,2.195,-1.989
1746733532.044,-5.300,2.191,-1.989
1746733532.051,-5.306,2.184,-1.989
1746733532.061,-5.315,2.175,-1.988
1746733532.147,-5.388,2.097,-1.981
1746733532.224,-5.453,2.027,-1.975
1746733532.231,-5.459,2.020,-1.974
1746733532.239,-5.465,2.013,-1.973
1746733532.242,-5.467,2.011,-1.973
1746733532.249,-5.473,2.005,-1.972
1746733532.253,-5.477,2.001,-1.972
1746733532.262,-5.484,1.992,-1.971
1746733532.268,-5.489,1.987,-1.970
1746733532.277,-5.497,1.979,-1.969
1746733532.284,-5.503,1.972,-1.969
1746733532.290,-5.508,1.966,-1.968
1746733532.299,-5.515,1.959,-1.967
1746733532.303,-5.518,1.955,-1.967
1746733532.314,-5.528,1.945,-1.965
1746733532.363,-5.569,1.899,-1.960
1746733532.421,-5.616,1.846,-1.953
1746733532.464,-5.652,1.805,-1.947
1746733532.472,-5.659,1.798,-1.946
1746733532.480,-5.665,1.791,-1.945
1746733532.485,-5.670,1.786,-1.944
1746733532.492,-5.675,1.779,-1.943
1746733532.497,-5.680,1.774,-1.942
1746733532.504,-5.685,1.768,-1.941
1746733532.510,-5.690,1.763,-1.940
1746733532.556,-5.728,1.719,-1.933
1746733532.608,-5.771,1.670,-1.925
1746733532.615,-5.776,1.664,-1.924
1746733532.618,-5.779,1.661,-1.923
1746733532.625,-5.784,1.654,-1.922
1746733532.629,-5.787,1.651,-1.922
1746733532.636,-5.793,1.644,-1.921
1746733532.642,-5.798,1.638,-1.920
1746733532.648,-5.803,1.632,-1.918
1746733532.653,-5.807,1.628,-1.918
1746733532.659,-5.812,1.622,-1.917
1746733532.664,-5.816,1.618,-1.916
1746733532.671,-5.821,1.611,-1.915
1746733532.675,-5.825,1.607,-1.914
1746733532.682,-5.830,1.601,-1.913
1746733532.686,-5.834,1.597,-1.912
1746733532.692,-5.839,1.591,-1.911
1746733532.698,-5.843,1.586,-1.910
1746733532.705,-5.849,1.579,-1.909
1746733532.711,-5.854,1.573,-1.907
1746733532.720,-5.861,1.565,-1.906
1746733532.763,-5.896,1.523,-1.898
1746733532.774,-5.905,1.513,-1.896
1746733532.778,-5.908,1.509,-1.895
1746733532.786,-5.915,1.502,-1.893
1746733532.834,-5.954,1.456,-1.884
1746733532.883,-5.992,1.409,-1.874
1746733532.891,-5.999,1.401,-1.872
1746733532.896,-6.003,1.396,-1.871
1746733532.905,-6.010,1.388,-1.869
1746733532.909,-6.013,1.384,-1.868
1746733532.917,-6.020,1.376,-1.867
1746733532.962,-6.055,1.333,-1.857
1746733533.031,-6.111,1.266,-1.841
1746733533.040,-6.117,1.258,-1.839
1746733533.045,-6.121,1.253,-1.838
1746733533.052,-6.127,1.246,-1.836
1746733533.057,-6.131,1.241,-1.835
1746733533.065,-6.138,1.233,-1.833
1746733533.068,-6.140,1.230,-1.832
1746733533.077,-6.147,1.222,-1.830
1746733533.081,-6.150,1.218,-1.829
1746733533.089,-6.157,1.210,-1.827
1746733533.095,-6.161,1.204,-1.826
1746733533.104,-6.168,1.195,-1.823
1746733533.114,-6.176,1.186,-1.821
1746733533.118,-6.179,1.182,-1.820
1746733533.126,-6.185,1.174,-1.818
1746733533.129,-6.188,1.171,-1.817
1746733533.137,-6.194,1.164,-1.815
1746733533.146,-6.201,1.155,-1.813
1746733533.152,-6.206,1.149,-1.812
1746733533.159,-6.211,1.142,-1.810
1746733533.163,-6.214,1.138,-1.809
1746733533.169,-6.219,1.132,-1.807
1746733533.175,-6.223,1.127,-1.806
1746733533.181,-6.228,1.121,-1.804
1746733533.186,-6.232,1.116,-1.803
1746733533.192,-6.237,1.110,-1.801
1746733533.226,-6.264,1.077,-1.792
1746733533.232,-6.268,1.071,-1.791
1746733533.234,-6.270,1.069,-1.790
1746733533.240,-6.275,1.063,-1.789
1746733533.245,-6.278,1.059,-1.787
1746733533.297,-6.319,1.007,-1.773
1746733533.343,-6.355,0.962,-1.760
1746733533.351,-6.360,0.955,-1.758
1746733533.357,-6.365,0.948,-1.756
1746733533.366,-6.372,0.940,-1.753
1746733533.374,-6.378,0.932,-1.751
1746733533.382,-6.384,0.924,-1.749
1746733533.390,-6.391,0.916,-1.746
1746733533.399,-6.397,0.907,-1.744
1746733533.454,-6.440,0.852,-1.727
1746733533.464,-6.447,0.843,-1.724
1746733533.471,-6.453,0.836,-1.722
1746733533.479,-6.458,0.829,-1.720
1746733533.485,-6.463,0.823,-1.718
1746733533.493,-6.470,0.815,-1.715
1746733533.499,-6.474,0.809,-1.714
1746733533.507,-6.480,0.800,-1.711
1746733533.517,-6.487,0.791,-1.708
1746733533.522,-6.491,0.786,-1.707
1746733533.530,-6.498,0.778,-1.704
1746733533.534,-6.501,0.774,-1.703
1746733533.542,-6.507,0.766,-1.700
1746733533.549,-6.512,0.759,-1.698
1746733533.603,-6.553,0.706,-1.681
1746733533.710,-6.633,0.600,-1.645
1746733533.770,-6.678,0.540,-1.624
1746733533.780,-6.685,0.531,-1.621
1746733533.787,-6.691,0.523,-1.618
1746733533.796,-6.698,0.514,-1.615
1746733533.809,-6.707,0.502,-1.611
1746733533.865,-6.749,0.445,-1.590
1746733533.921,-6.790,0.389,-1.570
1746733533.930,-6.796,0.381,-1.566
1746733533.936,-6.801,0.375,-1.564
1746733533.946,-6.808,0.365,-1.561
1746733533.955,-6.814,0.356,-1.557
1746733533.962,-6.820,0.349,-1.554
1746733533.971,-6.827,0.339,-1.551
1746733533.980,-6.833,0.330,-1.547
1746733533.985,-6.837,0.326,-1.546
1746733533.993,-6.842,0.318,-1.543
1746733533.998,-6.846,0.313,-1.541
1746733534.006,-6.852,0.305,-1.538
1746733534.010,-6.855,0.301,-1.536
1746733534.019,-6.862,0.292,-1.533
1746733534.078,-6.904,0.233,-1.509
1746733534.089,-6.912,0.222,-1.505
1746733534.098,-6.919,0.213,-1.502
1746733534.161,-6.964,0.150,-1.476
1746733534.214,-7.002,0.097,-1.455
1746733534.292,-7.058,0.019,-1.422
1746733534.300,-7.063,0.011,-1.419
1746733534.303,-7.065,0.008,-1.418
1746733534.310,-7.070,0.001,-1.415
1746733534.316,-7.075,-0.005,-1.412
1746733534.324,-7.080,-0.012,-1.409
1746733534.327,-7.082,-0.016,-1.408
1746733534.335,-7.088,-0.024,-1.404
1746733534.345,-7.095,-0.034,-1.400
1746733534.351,-7.099,-0.040,-1.397
1746733534.359,-7.105,-0.047,-1.394
1746733534.363,-7.108,-0.052,-1.392
1746733534.371,-7.113,-0.060,-1.388
1746733534.375,-7.116,-0.064,-1.387
1746733534.383,-7.121,-0.071,-1.384
1746733534.386,-7.123,-0.074,-1.382
1746733534.393,-7.129,-0.082,-1.379
1746733534.401,-7.134,-0.090,-1.375
1746733534.410,-7.141,-0.099,-1.372
1746733534.419,-7.147,-0.107,-1.368
1746733534.427,-7.152,-0.115,-1.364
1746733534.484,-7.192,-0.173,-1.339
1746733534.542,-7.232,-0.230,-1.313
1746733534.557,-7.243,-0.246,-1.306
1746733534.623,-7.288,-0.312,-1.276
1746733534.729,-7.360,-0.417,-1.226
1746733534.739,-7.367,-0.427,-1.222
1746733534.748,-7.373,-0.436,-1.218
1746733534.757,-7.379,-0.445,-1.213
1746733534.766,-7.385,-0.454,-1.209
1746733534.771,-7.389,-0.459,-1.206
1746733534.780,-7.394,-0.468,-1.202
1746733534.782,-7.396,-0.471,-1.201
1746733534.791,-7.402,-0.479,-1.197
1746733534.795,-7.405,-0.483,-1.195
1746733534.805,-7.411,-0.493,-1.190
1746733534.821,-7.422,-0.509,-1.182
1746733534.829,-7.428,-0.517,-1.178
1746733534.837,-7.433,-0.525,-1.174
1746733534.846,-7.439,-0.533,-1.170
1746733534.854,-7.444,-0.542,-1.166
1746733534.861,-7.449,-0.548,-1.163
1746733534.917,-7.486,-0.605,-1.135
1746733535.001,-7.542,-0.688,-1.093
1746733535.011,-7.548,-0.697,-1.088
1746733535.020,-7.554,-0.707,-1.084
1746733535.029,-7.560,-0.715,-1.079
1746733535.090,-7.600,-0.776,-1.048
1746733535.181,-7.658,-0.865,-1.002
1746733535.187,-7.663,-0.872,-0.998
1746733535.193,-7.667,-0.878,-0.995
1746733535.200,-7.671,-0.884,-0.992
1746733535.206,-7.675,-0.890,-0.989
1746733535.212,-7.679,-0.896,-0.985
1746733535.219,-7.683,-0.903,-0.982
1746733535.230,-7.690,-0.914,-0.976
1746733535.237,-7.694,-0.920,-0.972
1746733535.272,-7.717,-0.955,-0.954
1746733535.278,-7.721,-0.961,-0.951
1746733535.284,-7.724,-0.967,-0.948
1746733535.288,-7.727,-0.970,-0.946
1746733535.294,-7.731,-0.976,-0.942
1746733535.297,-7.733,-0.980,-0.941
1746733535.303,-7.736,-0.985,-0.938
1746733535.309,-7.740,-0.991,-0.934
1746733535.341,-7.761,-1.023,-0.917
1746733535.347,-7.764,-1.029,-0.914
1746733535.353,-7.768,-1.034,-0.911
1746733535.358,-7.771,-1.039,-0.908
1746733535.364,-7.775,-1.045,-0.905
1746733535.401,-7.798,-1.081,-0.885
1746733535.409,-7.803,-1.089,-0.881
1746733535.416,-7.808,-1.096,-0.877
1746733535.419,-7.809,-1.098,-0.876
1746733535.426,-7.814,-1.105,-0.872
1746733535.430,-7.816,-1.109,-0.870
1746733535.439,-7.822,-1.118,-0.865
1746733535.487,-7.852,-1.165,-0.838
1746733535.538,-7.883,-1.214,-0.811
1746733535.545,-7.888,-1.222,-0.807
1746733535.549,-7.890,-1.225,-0.804
1746733535.557,-7.895,-1.233,-0.800
1746733535.561,-7.897,-1.237,-0.798
1746733535.568,-7.902,-1.244,-0.794
1746733535.571,-7.904,-1.247,-0.792
1746733535.579,-7.908,-1.254,-0.788
1746733535.583,-7.911,-1.258,-0.786
1746733535.590,-7.915,-1.265,-0.782
1746733535.594,-7.918,-1.269,-0.780
1746733535.602,-7.922,-1.276,-0.776
1746733535.605,-7.924,-1.279,-0.774
1746733535.613,-7.929,-1.288,-0.769
1746733535.623,-7.935,-1.297,-0.764
1746733535.630,-7.939,-1.303,-0.760
1746733535.638,-7.944,-1.311,-0.756
1746733535.641,-7.946,-1.314,-0.754
1746733535.648,-7.951,-1.321,-0.750
1746733535.657,-7.956,-1.330,-0.745
1746733535.664,-7.960,-1.336,-0.741
1746733535.673,-7.965,-1.345,-0.736
1746733535.681,-7.970,-1.352,-0.732
1746733535.690,-7.976,-1.361,-0.727
1746733535.746,-8.009,-1.415,-0.695
1746733535.803,-8.043,-1.469,-0.663
1746733535.812,-8.049,-1.478,-0.658
1746733535.876,-8.087,-1.540,-0.621
1746733535.944,-8.127,-1.604,-0.582
1746733536.062,-8.195,-1.715,-0.515
1746733536.071,-8.200,-1.724,-0.509
1746733536.075,-8.202,-1.728,-0.507
1746733536.085,-8.208,-1.737,-0.501
1746733536.095,-8.213,-1.746,-0.495
1746733536.151,-8.245,-1.798,-0.463
1746733536.194,-8.270,-1.839,-0.437
1746733536.202,-8.274,-1.846,-0.433
1746733536.207,-8.277,-1.851,-0.430
1746733536.212,-8.280,-1.855,-0.427
1746733536.219,-8.284,-1.862,-0.423
1746733536.257,-8.305,-1.897,-0.401
1746733536.264,-8.309,-1.904,-0.396
1746733536.269,-8.311,-1.908,-0.394
1746733536.276,-8.316,-1.915,-0.389
1746733536.281,-8.318,-1.919,-0.387
1746733536.288,-8.322,-1.926,-0.382
1746733536.295,-8.326,-1.932,-0.378
1746733536.303,-8.330,-1.939,-0.374
1746733536.311,-8.335,-1.947,-0.369
1746733536.337,-8.349,-1.971,-0.353
1746733536.418,-8.394,-2.045,-0.305
1746733536.424,-8.397,-2.051,-0.302
1746733536.429,-8.399,-2.055,-0.299
1746733536.435,-8.403,-2.061,-0.295
1746733536.547,-8.463,-2.162,-0.229
1746733536.641,-8.512,-2.246,-0.173
1746733536.710,-8.549,-2.308,-0.131
1746733536.743,-8.566,-2.337,-0.112
1746733536.776,-8.582,-2.366,-0.092
1746733536.782,-8.586,-2.371,-0.089
1746733536.787,-8.588,-2.376,-0.085
1746733536.792,-8.591,-2.380,-0.082
1746733536.798,-8.594,-2.385,-0.079
1746733536.803,-8.597,-2.390,-0.075
1746733536.809,-8.600,-2.395,-0.072
1746733536.816,-8.603,-2.401,-0.068
1746733536.818,-8.604,-2.403,-0.067
1746733536.824,-8.607,-2.408,-0.063
1746733536.829,-8.610,-2.412,-0.060
1746733536.834,-8.612,-2.417,-0.057
1746733536.840,-8.615,-2.423,-0.053
1746733536.846,-8.618,-2.428,-0.050
1746733536.852,-8.621,-2.433,-0.046
1746733536.857,-8.624,-2.437,-0.044
1746733536.863,-8.627,-2.442,-0.040
1746733536.865,-8.628,-2.444,-0.039
1746733536.870,-8.631,-2.449,-0.035
1746733536.876,-8.634,-2.454,-0.032
1746733536.884,-8.637,-2.461,-0.027
1746733536.891,-8.641,-2.467,-0.023
1746733536.900,-8.646,-2.475,-0.017
1746733536.904,-8.648,-2.478,-0.015
1746733536.912,-8.652,-2.485,-0.010
1746733536.924,-8.658,-2.495,-0.003
1746733536.928,-8.660,-2.499,-0.000
1746733536.934,-8.663,-2.504,0.003
1746733536.942,-8.667,-2.511,0.008
1746733536.950,-8.671,-2.518,0.013
1746733536.961,-8.676,-2.528,0.019
1746733536.973,-8.682,-2.538,0.026
1746733536.983,-8.687,-2.546,0.032
1746733537.009,-8.700,-2.569,0.048
1746733537.015,-8.703,-2.574,0.052
1746733537.023,-8.707,-2.581,0.056
1746733537.031,-8.710,-2.587,0.061
1746733537.037,-8.714,-2.593,0.064
1746733537.043,-8.716,-2.598,0.068
1746733537.050,-8.720,-2.604,0.073
1746733537.055,-8.722,-2.608,0.075
1746733537.062,-8.726,-2.614,0.080
1746733537.102,-8.745,-2.648,0.104
1746733537.145,-8.766,-2.684,0.129
1746733537.247,-8.815,-2.770,0.190
1746733537.255,-8.818,-2.777,0.195
1746733537.263,-8.822,-2.784,0.200
1746733537.271,-8.826,-2.790,0.205
1746733537.278,-8.829,-2.796,0.209
1746733537.286,-8.833,-2.802,0.213
1746733537.291,-8.836,-2.807,0.217
1746733537.300,-8.840,-2.814,0.222
1746733537.304,-8.842,-2.818,0.225
1746733537.313,-8.846,-2.825,0.230
1746733537.321,-8.849,-2.831,0.234
1746733537.328,-8.853,-2.837,0.239
1746733537.336,-8.856,-2.844,0.244
1746733537.346,-8.861,-2.852,0.249
1746733537.353,-8.865,-2.858,0.254
1746733537.413,-8.892,-2.907,0.289
1746733537.473,-8.919,-2.955,0.325
1746733537.485,-8.925,-2.965,0.332
1746733537.489,-8.926,-2.968,0.334
1746733537.500,-8.931,-2.977,0.341
1746733537.507,-8.934,-2.982,0.345
1746733537.523,-8.942,-2.995,0.354
1746733537.598,-8.975,-3.055,0.399
1746733537.706,-9.022,-3.140,0.462
1746733537.721,-9.029,-3.151,0.470
1746733537.729,-9.032,-3.158,0.475
1746733537.741,-9.037,-3.167,0.482
1746733537.747,-9.040,-3.172,0.486
1746733537.758,-9.044,-3.180,0.492
1746733537.833,-9.076,-3.238,0.536
1746733537.891,-9.100,-3.281,0.569
1746733537.967,-9.132,-3.339,0.613
1746733537.980,-9.137,-3.348,0.620
1746733537.988,-9.140,-3.354,0.625
1746733538.048,-9.164,-3.399,0.659
1746733538.056,-9.168,-3.404,0.663
1746733538.063,-9.171,-3.410,0.668
1746733538.068,-9.172,-3.413,0.670
1746733538.075,-9.175,-3.418,0.674
1746733538.079,-9.177,-3.421,0.676
1746733538.087,-9.180,-3.427,0.681
1746733538.127,-9.196,-3.456,0.703
1746733538.134,-9.198,-3.461,0.707
1746733538.139,-9.200,-3.465,0.710
1746733538.146,-9.203,-3.470,0.714
1746733538.148,-9.204,-3.471,0.715
1746733538.155,-9.207,-3.477,0.719
1746733538.159,-9.208,-3.479,0.721
1746733538.167,-9.211,-3.485,0.726
1746733538.171,-9.213,-3.487,0.728
1746733538.177,-9.215,-3.492,0.731
1746733538.181,-9.217,-3.495,0.733
1746733538.187,-9.219,-3.499,0.737
1746733538.193,-9.221,-3.503,0.740
1746733538.199,-9.224,-3.508,0.744
1746733538.204,-9.226,-3.512,0.747
1746733538.211,-9.228,-3.516,0.750
1746733538.216,-9.230,-3.520,0.753
1746733538.222,-9.232,-3.524,0.756
1746733538.228,-9.235,-3.528,0.760
1746733538.234,-9.237,-3.532,0.763
1746733538.240,-9.239,-3.537,0.766
1746733538.242,-9.240,-3.538,0.767
1746733538.248,-9.242,-3.542,0.771
1746733538.253,-9.244,-3.546,0.773
1746733538.256,-9.246,-3.548,0.775
1746733538.262,-9.248,-3.552,0.779
1746733538.264,-9.249,-3.554,0.780
1746733538.270,-9.251,-3.558,0.783
1746733538.276,-9.253,-3.562,0.786
1746733538.315,-9.268,-3.590,0.808
1746733538.362,-9.286,-3.622,0.834
1746733538.467,-9.324,-3.694,0.890
1746733538.512,-9.340,-3.724,0.915
1746733538.519,-9.343,-3.729,0.918
1746733538.525,-9.345,-3.732,0.921
1746733538.531,-9.347,-3.736,0.925
1746733538.536,-9.349,-3.740,0.927
1746733538.542,-9.351,-3.744,0.931
1746733538.548,-9.353,-3.747,0.933
1746733538.554,-9.355,-3.752,0.937
1746733538.559,-9.357,-3.755,0.939
1746733538.565,-9.359,-3.759,0.943
1746733538.571,-9.361,-3.763,0.945
1746733538.577,-9.363,-3.767,0.949
1746733538.581,-9.365,-3.770,0.951
1746733538.587,-9.367,-3.774,0.954
1746733538.593,-9.369,-3.778,0.958
1746733538.599,-9.371,-3.781,0.961
1746733538.605,-9.373,-3.785,0.964
1746733538.608,-9.374,-3.787,0.965
1746733538.650,-9.389,-3.814,0.987
1746733538.657,-9.391,-3.819,0.991
1746733538.665,-9.394,-3.824,0.995
1746733538.670,-9.395,-3.827,0.998
1746733538.678,-9.398,-3.832,1.002
1746733538.685,-9.401,-3.837,1.006
1746733538.691,-9.403,-3.841,1.009
1746733538.700,-9.406,-3.846,1.013
1746733538.707,-9.408,-3.851,1.017
1746733538.715,-9.411,-3.856,1.021
1746733538.723,-9.414,-3.861,1.025
1746733538.731,-9.416,-3.866,1.029
1746733538.784,-9.434,-3.900,1.056
1746733538.835,-9.451,-3.932,1.082
1746733538.885,-9.467,-3.962,1.107
1746733538.925,-9.480,-3.986,1.127
1746733538.932,-9.482,-3.990,1.131
1746733538.939,-9.484,-3.995,1.134
1746733538.943,-9.485,-3.997,1.136
1746733538.948,-9.487,-4.000,1.138
1746733538.953,-9.488,-4.003,1.141
1746733538.960,-9.491,-4.007,1.144
1746733538.965,-9.492,-4.010,1.147
1746733538.972,-9.494,-4.014,1.150
1746733538.977,-9.496,-4.018,1.153
1746733538.984,-9.498,-4.022,1.156
1746733538.989,-9.500,-4.025,1.159
1746733538.996,-9.502,-4.029,1.162
1746733539.002,-9.504,-4.033,1.165
1746733539.010,-9.506,-4.037,1.169
1746733539.017,-9.508,-4.041,1.172
1746733539.071,-9.525,-4.073,1.198
1746733539.081,-9.528,-4.079,1.203
1746733539.089,-9.531,-4.083,1.207
1746733539.134,-9.544,-4.109,1.229
1746733539.141,-9.546,-4.113,1.232
1746733539.180,-9.558,-4.135,1.250
1746733539.186,-9.560,-4.139,1.253
1746733539.193,-9.561,-4.142,1.256
1746733539.196,-9.562,-4.144,1.258
1746733539.202,-9.564,-4.147,1.261
1746733539.207,-9.566,-4.150,1.263
1746733539.212,-9.567,-4.153,1.265
1746733539.247,-9.577,-4.172,1.281
1746733539.283,-9.587,-4.192,1.298
1746733539.289,-9.589,-4.195,1.300
1746733539.294,-9.591,-4.198,1.303
1746733539.299,-9.592,-4.201,1.305
1746733539.305,-9.594,-4.204,1.308
1746733539.308,-9.595,-4.206,1.309
1746733539.314,-9.596,-4.209,1.312
1746733539.319,-9.598,-4.212,1.314
1746733539.325,-9.599,-4.215,1.317
1746733539.331,-9.601,-4.218,1.320
1746733539.337,-9.603,-4.221,1.322
1746733539.341,-9.604,-4.223,1.324
1746733539.347,-9.605,-4.227,1.327
1746733539.353,-9.607,-4.230,1.329
1746733539.358,-9.609,-4.233,1.332
1746733539.364,-9.610,-4.236,1.335
1746733539.368,-9.611,-4.238,1.336
1746733539.374,-9.613,-4.241,1.339
1746733539.377,-9.614,-4.243,1.340
1746733539.382,-9.615,-4.245,1.342
1746733539.388,-9.617,-4.248,1.345
1746733539.391,-9.618,-4.250,1.347
1746733539.397,-9.619,-4.253,1.349
1746733539.401,-9.620,-4.255,1.351
1746733539.407,-9.622,-4.258,1.353
1746733539.412,-9.623,-4.261,1.356
1746733539.418,-9.625,-4.264,1.358
1746733539.424,-9.627,-4.267,1.361
1746733539.428,-9.628,-4.269,1.363
1746733539.434,-9.629,-4.272,1.365
1746733539.437,-9.630,-4.274,1.367
1746733539.443,-9.632,-4.277,1.369
1746733539.449,-9.633,-4.280,1.372
1746733539.455,-9.635,-4.283,1.374
1746733539.460,-9.636,-4.286,1.377
1746733539.463,-9.637,-4.287,1.378
1746733539.468,-9.639,-4.290,1.380
1746733539.473,-9.640,-4.293,1.382
1746733539.479,-9.641,-4.296,1.385
1746733539.485,-9.643,-4.298,1.387
1746733539.490,-9.644,-4.301,1.390
1746733539.537,-9.657,-4.325,1.410
1746733539.591,-9.670,-4.352,1.432
1746733539.640,-9.683,-4.376,1.453
1746733539.687,-9.695,-4.398,1.472
1746733539.740,-9.707,-4.423,1.494
1746733539.749,-9.709,-4.427,1.497
1746733539.752,-9.710,-4.429,1.499
1746733539.760,-9.712,-4.433,1.502
1746733539.765,-9.713,-4.435,1.504
1746733539.773,-9.715,-4.439,1.507
1746733539.783,-9.718,-4.443,1.510
1746733539.791,-9.719,-4.447,1.514
1746733539.799,-9.721,-4.451,1.517
1746733539.810,-9.724,-4.455,1.521
1746733539.818,-9.726,-4.459,1.524
1746733539.824,-9.727,-4.462,1.527
1746733539.834,-9.730,-4.466,1.531
1746733539.840,-9.731,-4.469,1.533
1746733539.848,-9.733,-4.473,1.536
1746733539.855,-9.734,-4.476,1.539
1746733539.861,-9.736,-4.478,1.541
1746733539.868,-9.737,-4.481,1.543
1746733539.871,-9.738,-4.483,1.545
1746733539.878,-9.740,-4.486,1.547
1746733539.884,-9.741,-4.489,1.550
1746733539.891,-9.742,-4.492,1.552
1746733539.904,-9.745,-4.497,1.557
1746733539.947,-9.755,-4.516,1.573
1746733539.986,-9.763,-4.533,1.588
1746733540.026,-9.772,-4.549,1.602
1746733540.032,-9.773,-4.552,1.604
1746733540.037,-9.774,-4.554,1.606
1746733540.044,-9.776,-4.557,1.608
1746733540.048,-9.777,-4.559,1.610
1746733540.054,-9.778,-4.561,1.612
1746733540.060,-9.779,-4.563,1.614
1746733540.094,-9.786,-4.577,1.626
1746733540.099,-9.787,-4.579,1.628
1746733540.105,-9.789,-4.582,1.630
1746733540.110,-9.790,-4.584,1.632
1746733540.117,-9.791,-4.586,1.634
1746733540.157,-9.799,-4.602,1.648
1746733540.163,-9.800,-4.605,1.650
1746733540.168,-9.801,-4.606,1.652
1746733540.174,-9.802,-4.609,1.654
1746733540.178,-9.803,-4.610,1.655
1746733540.185,-9.805,-4.613,1.657
1746733540.192,-9.806,-4.616,1.660
1746733540.199,-9.807,-4.618,1.662
1746733540.201,-9.808,-4.619,1.663
1746733540.207,-9.809,-4.621,1.665
1746733540.212,-9.810,-4.623,1.666
1746733540.218,-9.811,-4.626,1.668
1746733540.224,-9.812,-4.628,1.670
1746733540.229,-9.813,-4.630,1.672
1746733540.235,-9.814,-4.632,1.674
1746733540.237,-9.815,-4.633,1.675
1746733540.243,-9.816,-4.635,1.677
1746733540.249,-9.817,-4.637,1.679
1746733540.255,-9.818,-4.640,1.680
1746733540.261,-9.819,-4.642,1.682
1746733540.264,-9.820,-4.643,1.684
1746733540.270,-9.821,-4.645,1.685
1746733540.274,-9.822,-4.647,1.687
1746733540.308,-9.828,-4.659,1.697
1746733540.314,-9.829,-4.661,1.699
1746733540.321,-9.830,-4.664,1.702
1746733540.325,-9.831,-4.665,1.703
1746733540.331,-9.832,-4.667,1.705
1746733540.333,-9.833,-4.668,1.706
1746733540.339,-9.834,-4.670,1.707
1746733540.345,-9.835,-4.672,1.709
1746733540.351,-9.836,-4.675,1.711
1746733540.358,-9.837,-4.677,1.713
1746733540.395,-9.844,-4.690,1.724
1746733540.431,-9.850,-4.702,1.735
1746733540.437,-9.851,-4.704,1.737
1746733540.442,-9.852,-4.706,1.739
1746733540.447,-9.853,-4.708,1.740
1746733540.453,-9.854,-4.710,1.742
1746733540.459,-9.855,-4.712,1.744
1746733540.464,-9.856,-4.713,1.745
1746733540.470,-9.857,-4.715,1.747
1746733540.474,-9.857,-4.717,1.748
1746733540.480,-9.858,-4.719,1.750
1746733540.488,-9.860,-4.721,1.752
1746733540.493,-9.861,-4.723,1.754
1746733540.500,-9.862,-4.725,1.755
1746733540.506,-9.863,-4.727,1.757
1746733540.543,-9.869,-4.739,1.768
1746733540.576,-9.874,-4.750,1.777
1746733540.582,-9.875,-4.751,1.779
1746733540.585,-9.875,-4.752,1.780
1746733540.591,-9.876,-4.754,1.781
1746733540.596,-9.877,-4.756,1.782
1746733540.601,-9.878,-4.757,1.784
1746733540.608,-9.879,-4.759,1.786
1746733540.614,-9.880,-4.761,1.787
1746733540.620,-9.881,-4.763,1.789
1746733540.622,-9.881,-4.764,1.789
1746733540.627,-9.882,-4.765,1.791
1746733540.632,-9.883,-4.767,1.792
1746733540.638,-9.884,-4.769,1.794
1746733540.645,-9.885,-4.771,1.796
1746733540.651,-9.886,-4.772,1.797
1746733540.657,-9.886,-4.774,1.799
